id,Tweet,Date
1553530577445429249,I thought I saw desperation with the E-Levy push but Lewa's is on a whole different level 😂😂😂,2022-07-30 23:58:47+00:00
1553529606229073921,"Digitalization drive = E-levy + SIM card blocking. What a common sense. #JohnniesBite, #TV3NewDay",2022-07-30 23:54:55+00:00
1553506993180221443,"E-Levy was projected to do the ff:

○ Pay NABCO trainees
○ Pay Teacher trainees
○ Construct Roads 
○ Build Agenda 111
○ Build Schools etc
Ghanaians said, the policy is pick pocket &amp; it can't root admist crises. 
Gov't saids, NO! You must pay by hook. Stubbornness is...🤣🚶‍♀️🤳",2022-07-30 22:25:04+00:00
1553502567790952450,@SaddickAdams Ghana economy even can't stand on it citizens not wanting to pay e-levy,2022-07-30 22:07:29+00:00
1553501604229398533,"Government: We will not cancel e-levy because we need more money.

Also Government: We will block all sim users who haven't linked their Ghana card to their sims. 

Simple Maths: That doesn't add up. Make it make sense! 

#GhanaCard #elevy",2022-07-30 22:03:39+00:00
1553500651589668868,"Even when our sim cards were active, you were not meeting half of the projected revenue from the Agyenkwa E-levy. Now that you are blocking them di33, 2% koraa you won't get
#GhanaCard",2022-07-30 21:59:52+00:00
1553500586988945410,I am wondering how government is going to increase the e-levy with this sim registration problem.,2022-07-30 21:59:37+00:00
1553498402213793797,How will you charge us E-Levy if you block our SIM cards?🫣#GhanaCard,2022-07-30 21:50:56+00:00
1553487994417455104,One of the strongest strategy of the devil is to get you to SIN so that he can use that moment as E-Levy to control your life.,2022-07-30 21:09:34+00:00
1553474085484634112,@NsiaAvena If not clueless and directionless sector minister how can you be in hurry to cut revenue inflows your government needs so badly for developmental projects. The government has just implemented new tax handle in the form of E-levy to maximize revenue,2022-07-30 20:14:18+00:00
1553467265495998464,@Filthy_Souls @UrsulaOw @samgeorgegh At this point there’s nothing she can do but to extend! She can’t try anything different! Their  E-Levy is at stake 😂😂😂😂,2022-07-30 19:47:12+00:00
1553464612967911424,"Is government aware of the fact that , deactivating SIM cards will negatively affect the e-levy and other internal tax revenues? Kindly postpone 🙏🏿🙏🏿🙏🏿",2022-07-30 19:36:40+00:00
1553459815455793155,"Ah! I taught a transfer of a Ghc 100.00 will not attract the unpopular E-levy. I just tried to send Ghc 100.00 to a colleague and the E-levy charge is Ghc 1.50. OK,  I have cancelled the transaction because I'm not ready to pay that useless tax",2022-07-30 19:17:36+00:00
1553432914284666880,You want E-levy. MoMo produces E-levy. SIM cards produce MoMo. But you want to disconnect SIM cards. Please be fast.,2022-07-30 17:30:42+00:00
1553432489401761792,@HenryOseiAkoto_ wouldn't it affect the e-levy?,2022-07-30 17:29:01+00:00
1553417780254412804,"You want E-levy. MoMo produces E-levy. Sim cards produce MoMo. But you want to disconnect Sim cards. 
Please be fast.",2022-07-30 16:30:34+00:00
1553417299016777729,@ApeaEsi Are u GRA Or E-levy,2022-07-30 16:28:39+00:00
1553410067193643010,"Imagine moaning about not being able to realise the e-levy proceeds but proceeding to block sims 🤣🤣🤣🤣🤣🤣🤣🤣🤣
Utter jest if you ask me",2022-07-30 15:59:55+00:00
1553407915289198600,"Dear @mocghana Ministry of Communications, there’s mass withdrawal at agent points since Friday night. If you go ahead with the intended SIM disconnection from tomorrow (Sunday, July 31, 2022), e-levy will suffer. 

T for Thanks…",2022-07-30 15:51:22+00:00
1553407525059428353,"@gaytonb @NyavorJohnny So it means that, customers and other business affiliated transactions are  likely to run down completely and hence, a complete failure of the controversial E-levy operation for good revenue.",2022-07-30 15:49:49+00:00
1553404656604381187,"Ratify Convention 190! Domestic Workers! All Workers Pay Taxes, E-levy, VAT, GetFund, Covid, NHIS etc.

Mobile Phones/SIMs! Decent Working Conditions for all! 

Ursula Owusu | #Taxes | #ZeroViolence | #Newsfile | #Newsnight",2022-07-30 15:38:25+00:00
1553399720340594688,"@ElnammEnergy @no_azonto_alwd ""you want e-levy and you're blocking sim""",2022-07-30 15:18:48+00:00
1553396685879103494,"The Big Question? With all these queues, hustles and all to have a decent living!
Where are these taxes? Where is the country’s tax? Cox eeii!

TELCOS, E-Levy, VAT etc on same Income! Double Taxation! Too many Regressive Taxes yet the Youth are bleeding!
#Newsfile",2022-07-30 15:06:45+00:00
1553394339476344832,"If they block our SIM cards, who’s going to pay the E-levy? The government has to extend the deadline date or no taxes for them. 😂😂",2022-07-30 14:57:25+00:00
1553375933314334721,@RexKwasiDanquah You already didn't achieve your set target on E-levy and you are acting pompous. Go ahead,2022-07-30 13:44:17+00:00
1553368884098605057,"@mrkwakuofficial @YouthAllianceM2 Comic relief tweet😝 in a nation where only NPP, Gabby and it's apparatchiks like to compare

And oh a nation where the guardians of info are criminals themselves, how safe are they? Be it MOMO, Property etc.

Chair revise your notes na E-levy revenue has been revised 😝😝",2022-07-30 13:16:16+00:00
